data
;Price;Manufacturer;String Type;Number of Strings;Body Shape;Left-/Right-handed;Color;Finish;Top Wood;Back & Sides Wood;Body Bracing;Neck Wood;Neck Shape;Fingerboard Material;Number of Frets;Scale Length;Tuning Machines;Bridge Material;Nut/Saddle Material;Nut Width;Strings;Case Included;Body Depth;Body Style;Binding;Radius;Fingerboard Inlay;Overall Length;Body Length;Body Width;Electronics;Size;Top Material;Back & Sides Material;Neck Material;Tuners;Nut Material;Body Type;Body Material;Body Finish;Bridge/Tailpiece;Controls;Case/Gig Bag;Binding Material;Saddle Material;Upper Bout Width;Lower Bout Width;Waist Width;Accessories;Neck Joint;Middle Pickup;Bridge Pickup;Switching
742;999.99;D'Angelico;Steel;6;Dreadnought;Right-handed;Vintage Natural;Gloss;Solid Sitka Spruce;Laminated Macassar Ebony;Scalloped X-bracing;Mahogany;C;Ebony;20, Medium Jumbo;"25""";Gold Stairstep Wave;Ebony;Bone/Bone;"1.6875""";D'Addario, .012-.053;Hardshell Case;;;Cream and Black Multi-ply;"16""";Acrylic Pearl Split Blocks;;;;Fishman Presys+;;;;;;;;;;;;;;;;;;;;;;
743;999.99;D'Angelico;Steel;6;Grand Auditorium;Right-handed;Vintage Natural;Gloss;Solid Sitka Spruce;Laminated Macassar Ebony;Scalloped X-bracing;Mahogany;C;Ebony;20, Medium Jumbo;"25""";Gold Stairstep Wave;Ebony;Bone/Bone;"1.6875""";D'Addario, .012-.053;Hardshell Case;;;Cream and Black Multi-ply;"16""";Acrylic Pearl Split Blocks;;;;Fishman Presys +;;;;;;;;;;;;;;;;;;;;;;
744;999.99;D'Angelico;Steel;6;Dreadnought;Right-handed;Auburn;Gloss;Solid Sitka Spruce;Laminated Macassar Ebony;Scalloped X-bracing;Mahogany;C;Ebony;20;"25""";Gold Stairstep Wave;Ebony;Bone/Bone;"1.6875""";D'Addario, .012-.053;Hardshell Case;;;Cream;"16""";Acrylic Pearl Split Blocks;;;;Fishman Presys +;;;;;;;;;;;;;;;;;;;;;;
745;999.99;Journey Instruments;Nylon;6;Classical, Travel;Right-handed;Natural;Gloss;Solid Cedar;Pau Ferro;Torres;Carbon Fiber;Spanish;Ebony;17;"25.59""";Grover Precision mini, 18:1;Ebony;Bone/Bone;"2.04""";Savarez 520B Low Tension;Travel Backpack Bag;;;Curly Acacia;;;;;;JournneyTek Under-bridge Passive 3-piezo Pickup System;;;;;;;;;;;;;;;;;;;;;;
746;1,019.99;Yamaha;Steel;6;Dreadnought;Right-handed;Vintage Natural;A.R.E. treated top;Solid Sitka Spruce;Solid Rosewood;Scalloped bracing;3-piece Mahogany;;Ebony;20;"25.5""";Die-cast chrome;Ebony;;"1.692""";;Hard bag;;;Mahogany;;Dots;;;;SRT2 preamp with saddle pickup;;;;;;;;;;;;;;;;;;;;;;
747;1,019.99;Yamaha;Steel;6;Concert;Right-handed;Vintage Natural;A.R.E. treated top;Solid Sitka Spruce;Solid Rosewood;Scalloped bracing;3-piece Mahogany;;Ebony;20;"25.5""";Die-cast chrome;Ebony;;"1.692""";;Hard bag;;;Mahogany;;Dots;;;;SRT2 preamp with saddle pickup;;;;;;;;;;;;;;;;;;;;;;
748;1,019.99;Yamaha;Steel;6;Concert;Right-handed;Tobacco Brown Sunburst;A.R.E. treated top;Solid Sitka Spruce;Solid Rosewood;Scalloped bracing;3-piece Mahogany;;Ebony;20;"25.5""";Die-cast chrome;Ebony;;"1.692""";;Hard bag;;;Mahogany;;Dots;;;;SRT2 preamp with saddle pickup;;;;;;;;;;;;;;;;;;;;;;
749;1,019.99;Yamaha;Steel;6;Jumbo;Left-handed;Natural;Urethane Gloss;Solid Engelmann Spruce with A.R.E. treatment;Solid Rosewood;Non-scalloped;5-ply Mahogany/Rosewood;Traditional;Ebony;20;"25.5""";Die-cast Gold tuners;Ebony;Urea;"1.75""";Elixir, .012-.052;Softshell Case;;;Maple/Black;"15.75""";Dots;;;;SRT Zero Impact pickup;;;;;;;;;;;;;;;;;;;;;;
750;1,019.99;Yamaha;Steel;6;Dreadnought;Right-handed;Tobacco Brown Sunburst;A.R.E. treated top;Solid Sitka Spruce;Solid Rosewood;Scalloped bracing;3-piece Mahogany;;Ebony;20;"25.5""";Die-cast chrome;Ebony;;"1.692""";;Hard bag;;;Mahogany;;Dots;;;;SRT2 preamp with saddle pickup;;;;;;;;;;;;;;;;;;;;;;
751;1,049.00;Washburn;Steel;6;Grand Auditorium;Right-handed;Natural;Gloss;Koa;Koa;Cathedral Peaked Scalloped X-bracing;Mahogany;;Ovangkol;20;"25.3""";Black, 18:1 ratio;Mahogany bound Ovangkol;Bone;"1.75""";D'Addario Light, .012-.053;;;Single Cutaway;;;;;;;Fishman Presys+ electronics with tuner/undersaddle transducer;;;;;;;;;;;;;;;;;;;;;;
752;1,049.00;Washburn;Steel;6;Grand Auditorium;Right-handed;Natural;Gloss;Solid Western Red Cedar;Spalted Maple;Cathedral Peaked Scalloped-X;Mahogany;;Ovangkol;20;"25.3""";Grover with Black Buttons, 18:1 ratio;Mahogany Bound Ovangkol;Bone/Bone;"1.75""";D'addario EXP-16;;;Single Cutaway;Body, fingerboard, and headstock;;;;;;Fishman Presys+ 501T with Tuner;;;;;;;;;;;;;;;;;;;;;;
753;1,049.00;Washburn;Steel;6;Dreadnought;Right-handed;Natural;Gloss;Torrefied Solid Sitka Spruce;Solid Mahogany;;Mahogany;C profile;Rosewood;20;"25.5""";Graphtech ratio tuned with black buttons;Rosewood;Bone/Bone;"1.6875""";D'Addario EXP-16 light set phospher bronze;Hardshell case;;;;;Offset dots;;;;Fishman Presys+ Blend system;;;;;;;;;;;;;;;;;;;;;;
754;1,049.00;PRS;Steel;6;Tonare Grand;Right-handed;Natural;Gloss;Solid Sitka Spruce;Ziricote;Hybrid Classical X-bracing;Mahogany;Wide Fat;Ebony, Curly Maple Bound;20;"25.3""";PRS Designed;Ebony;Bone/Bone;"1.6875""";PRS, .012-.053;Hardshell Case;;;Curly Maple with Abalone Purfling;"11.81""";Birds;;;;Fishman GT1 Preamp with Undersaddle Pickup;;;;;;;;;;;;;;;;;;;;;;
755;1,049.99;Yamaha;Nylon;6;NTX Classical;Right-handed;Natural;Gloss;Sitka Spruce;Walnut;NX Bracing;African Mahogany;Modern;Ebony;22;"25.5""";Gold with Matte Black Shafts;Ebony/Walnut;Urea/Urea;"1.875""";Yamaha S10 Mediums;Softshell Case;;;Mahogany/Black/White;"23.625""";;;;;Atmosfeel Pickup/Preamp;;;;;;;;;;;;;;;;;;;;;;
756;1,049.99;Yamaha;Nylon;6;NX Classical;Right-handed;Natural;Gloss;Solid Western Red Cedar;Solid Walnut;NX Bracing;African Mahogany;Modern;Ebony;19;"25.5""";Gold with Matte Black Shafts;Ebony/Walnut;Urea/Urea;"2.06""";Yamaha S10 Mediums;Softshell Case;;;Mahogany/Black/White;Flat;;;;;Atmosfeel Pickup/Preamp;;;;;;;;;;;;;;;;;;;;;;
757;1,049.99;Yamaha;Nylon;6;Yamaha CG;Right-handed;Natural;Satin;Sitka Spruce;Walnut;;African Mahogany;;Ebony;19;"25.5""";Gold with Matte Black Shaft;Ebony/Walnut;Urea/Urea;"2.0""";Yamaha S10 Mediums;Gig Bag;;;Black/White;Flat;;;;;Atmosfeel Electronics;;;;;;;;;;;;;;;;;;;;;;
758;1,049.99;Yamaha;Steel;6;Concert;Right-handed;Natural;Semi-gloss;Solid Sitka Spruce;Solid Mahogany;Modified Scalloping;African Mahogany;;Ebony;20;"25""";Gotoh Open-gear;Ebony;Urea/Urea;"1.75""";Elixir Nanoweb 80/20;Softshell Case;;;;"15.75""";Dots;;;;Atmosfeel;;;;;;;;;;;;;;;;;;;;;;
759;1,049.99;Yamaha;Steel;6;Dreadnought;Right-handed;Natural;Semi-gloss;Solid Sitka Spruce;Solid Mahogany;Modified Scalloping;African Mahogany;;Ebony;20;"25""";Gotoh Open-gear;Ebony;Urea/Urea;"1.75""";Elixir Nanoweb 80/20;Softshell Case;;;;"15.75""";Dots;;;;Atmosfeel;;;;;;;;;;;;;;;;;;;;;;
760;1,099.00;Taylor;Nylon;6;Grand Auditorium;Right-handed;Natural;Gloss;Sitka Spruce;Rosewood;;Tropical Mahogany;;Ebony;20;"25.5""";Nylon Chrome;Ebony;NuBone/NuBone;"1.875""";Pro Arte Carbon Hard Tension;Gig Bag;;;White;;Italian Acrylic Dots;;;;ES-N;;;;;;;;;;;;;;;;;;;;;;
761;1,129.99;Yamaha;Steel;6;Yamaha Original Jumbo shape;Right-handed;Vintage Tint;Urethane finish with A.R.E. aging process;Solid Engelmann Spruce;Solid Rosewood;;5-ply Mahogany/Rosewood;;Ebony;20;"25.56""";Die-cast gold tuners;Ebony;Urea/Urea;"1.732""";Elixir Nanoweb 80/20 Bronze Light, .012-.053;Hard Bag;"4.94"" lower, 3.94"" upper";;;"15.75""";Dots;;"20.18""";"16.31"" lower bout";System 70 TransAcoustic preamp with piezo pickup and interior mounted actuator;;;;;;;;;;;;;;;;;;;;;;
762;1,129.99;Yamaha;Steel;6;Yamaha Original Jumbo shape;Right-handed;Brown Sunburst;Urethane finish with A.R.E. aging process;Solid Engelmann Spruce;Solid Rosewood;;5-ply Mahogany/Rosewood;;Ebony;20;"25.56""";Die-cast gold tuners;Ebony;Urea/Urea;"1.732""";Elixir Nanoweb 80/20 Bronze Light, .012-.053;Hard Bag;"4.94"" lower, 3.94"" upper";;;"15.75""";Dots;;"20.18""";"16.31"" lower bout";System 70 TransAcoustic preamp with piezo pickup and interior mounted actuator;;;;;;;;;;;;;;;;;;;;;;
763;1,129.99;Yamaha;Steel;6;Jumbo;Right-handed;Black;Gloss;Solid Engelmann spruce;Solid rosewood;;5-ply mahogany/rosewood;;Ebony;20;"25.5""";Die-cast Gold;Ebony;Urea/Urea;"1.75""";Elixir, .012-.052;Hardshell Case;;No Cutaway;Abalone/Maple/Black;"15.75""";Dots;;;;Passive SRT Zero Impact pickup;;;;;;;;;;;;;;;;;;;;;;
764;1,129.99;Yamaha;Nylon;6;Classical;Right-handed;Natural;Polyester Gloss;Solid American Cedar;Solid Rosewood;;African Mahogany;;Ebony;18;"25.6""";YTM-81;Rosewood;Urea/Urea;"2.04""";;Softshell Case;"3.7""-3.9""";;Rosewood;Flat;;;;;;;;;;;;;;;;;;;;;;;;;;;
765;1,129.99;Yamaha;Steel;6;Jumbo;Right-handed;Natural;Gloss;Solid Engelmann Spruce;Solid Rosewood;;5-Piece Mahogany/Rosewood;;Ebony;20;"25.5""";Die-cast Gold;Ebony;Urea/Urea;"1.75""";Elixir, .012-.052;Hardshell Case;;No Cutaway;Abalone/Maple/Black;"15.75""";Abalone Snowflakes;;;;Passive SRT Zero Impact pickup;;;;;;;;;;;;;;;;;;;;;;
766;1,129.99;Yamaha;Nylon;6;Classical;Right-handed;Natural;Polyester Gloss;Solid Spruce;Solid Rosewood;;African Mahogany;;Ebony;18;"25.6""";YTM-81;Rosewood;Urea/Urea;"2.04""";;Softshell Case;"3.7""-3.9""";;Rosewood;Flat;;;;;;;;;;;;;;;;;;;;;;;;;;;
767;1,129.99;Yamaha;Steel;6;Yamaha S shape Jumbo;Right-handed;Brown Sunburst;Gloss Polyurethane;Solid Engelmann Spruce with A.R.E. aging process;Solid Rosewood;;5-ply Mahogany/Rosewood;;Ebony;20;"25.56""";Die-cast gold tuners;Ebony;Urea/Urea;"1.732""";.012-.052;Hard Bag;;;;"15.75""";Dots;;"19.56""";"14.94"" Lower Bout";System 70 TransAcoustic preamp with piezo pickup and interior mounted actuator;;;;;;;;;;;;;;;;;;;;;;
768;1,129.99;Yamaha;Steel;6;Yamaha S shape;Right-handed;Vintage Tint;Gloss Polyurethane;Solid Engelmann Spruce;Solid Rosewood;;5-ply Mahogany/Rosewood;;Ebony;20;"25.56""";Die-cast gold tuners;Ebony;Urea/Urea;"1.732""";12-52;Hard Bag;;;;"15.75""";Dots;;"19.56""";"14.94"" Lower Bout";System 70 TransAcoustic preamp with piezo pickup and interior mounted actuator;;;;;;;;;;;;;;;;;;;;;;
769;1,149.00;PRS;Steel;6;Angelus Cutaway;Right-handed;Natural;Gloss;Solid Sitka Spruce;Ziricote;Hybrid Classical X-bracing;Mahogany;Wide Fat;Ebony, Curly Maple Bound;20;"25.3""";PRS Designed;Ebony;Bone/Bone;"1.6875""";PRS, .012-.053;Hardshell Case;;;Curly Maple with Abalone Purfling;"11.81""";Abalone Birds;;;;Fishman GT1 Preamp with Undersaddle Pickup;;;;;;;;;;;;;;;;;;;;;;
770;1,149.99;D'Angelico;Steel;6;Excel Tammany XT;Right-handed;Vintage Sunburst;Gloss;Sitka Spruce;Mahogany;Scalloped X-bracing;Mahogany;C;Pau Ferro;20, Medium Jumbo;"25""";Grover Stairstep Rotomatics;Pau Ferro;Bone/Bone;"1.6875""";D'Addario, .012-.053;Hardshell Case;;;5-ply White/Black;"16""";;;;;Fishman INK-4;;;;;;;;;;;;;;;;;;;;;;
771;1,149.99;D'Angelico;Steel;6;Excel Tammany XT;Right-handed;Vintage Sunburst;Gloss;Sitka Spruce;Mahogany;Scalloped X-bracing;Mahogany;C;Pau Ferro;20, Medium Jumbo;"25""";Grover Stairstep Rotomatics;Pau Ferro;Bone/Bone;"1.6875""";D'Addario, .012-.053;Hardshell Case;;;5-ply White/Black;"16""";;;;;Fishman INK-4;;;;;;;;;;;;;;;;;;;;;;
772;1,199.99;Fender;;6;Acoustasonic Telecaster;Right-handed;Brushed Black;;;;;;Modern Deep C;Rosewood;22, Narrow Tall;"25.5""";;;;"1.6875""";Fender, .011-.052;;;;;"12""";White Dots;;;;;;Sitka Spruce;;Mahogany;Fender Standard Die-cast;Graph Tech Tusq;Semi-hollowbody Acoustic-electric;Mahogany;Satin Polyester;Rosewood Modern Asymmetrical;1 x master volume, 1 x blend;Gig Bag;;;;;;;Bolt-on;N4 Magnetic Single-coil;Under-saddle Piezo;3-way blade pickup switch
773;1,199.99;Fender;;6;Acoustasonic Telecaster;Right-handed;Arctic White;;;;;;Modern Deep C;Rosewood;22, Narrow Tall;"25.5""";;;;"1.6875""";Fender, .011-.052;;;;;"12""";White Dots;;;;;;Sitka Spruce;;Mahogany;Fender Standard Die-cast;Graph Tech Tusq;Semi-hollowbody Acoustic-electric;Mahogany;Satin Polyester;Rosewood Modern Asymmetrical;1 x master volume, 1 x blend;Gig Bag;;;;;;;Bolt-on;N4 Magnetic Single-coil;Under-saddle Piezo;3-way blade pickup switch
774;1,199.99;Fender;;6;Acoustasonic Telecaster;Right-handed;Butterscotch Blonde;;;;;;Modern Deep C;Rosewood;22, Narrow Tall;"25.5""";;;;"1.6875""";Fender, .011-.052;;;;;"12""";White Dots;;;;;;Sitka Spruce;;Mahogany;Fender Standard Die-cast;Graph Tech Tusq;Semi-hollowbody Acoustic-electric;Mahogany;Satin Polyester;Rosewood Modern Asymmetrical;1 x master volume, 1 x blend;Gig Bag;;;;;;;Bolt-on;N4 Magnetic Single-coil;Under-saddle Piezo;3-way blade pickup switch
775;1,259.00;Godin;Nylon;6;Grand Concert;Right-handed;;Semi-gloss;Solid Cedar;Silver Leaf Maple;;Mahogany;;Rosewood;22;"25.5""";;;Tusq nut;"1.875""";;Gig Bag;;Single Cutaway;;;Dots;;;;Blendable Dual Source System;;;;;;;;;;;;;;;;;;;;;;
776;1,259.99;Yamaha;Steel;6;Dreadnought;Right-handed;Natural;Semi-gloss;Sitka Spruce;Solid Mahogany;Modified Scalloped;African Mahogany;;Ebony;20;"25""";Gotoh Open-gear;Ebony;Bone/Bone;"1.75""";Elixir Nanoweb 80/20;Hardshell Case;;;;"15.75""";Dots;;;;Atmosfeel;;;;;;;;;;;;;;;;;;;;;;
777;1,259.99;Yamaha;Steel;6;Concert;Right-handed;Natural;Semi-gloss;Solid Sitka Spruce;Solid Mahogany;Modified Scalloping;African Mahogany;;Ebony;20;"25""";Gotoh Open-gear;Ebony;Bone/Bone;"1.75""";Elixir Nanoweb 80/20;Hardshell Case;;;;"15.75""";Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
778;1,295.00;Godin;Steel;6;Round Shoulder Dreadnought;Right-handed;Natural;Semi-gloss;Solid Cedar;Mahogany;;Mahogany;;Richlite;21;"25.5""";16:1 ratio;Ebony;GraphTech Tusq;"1.72""";D'Addario, .012-.053;Softshell Case;;;;"16""";Mother-of-Pearl;;;;LR Baggs Anthem;;;;;;;;;;;;;;;;;;;;;;
779;1,299.00;Martin;Steel;6;Dreadnought 14-Fret;Right-handed;Natural;Satin;Solid Genuine Mahogany;Solid Genuine Mahogany;"A-Frame X Scalloped, 5/16"" Solid Sitka Spruce";Solid Genuine Mahogany;Modified Low Oval;Solid East Indian Rosewood;20 (total), 14 (clear);"25.4""";Nickel Open-Geared with Butterbean Knobs;Solid East Indian Rosewood;"Bone/16"" Radius Compensated White Bone";"1.6875""";Martin SP Lifespan Phosphor Bronze Medium Gauge;Hardshell;"4.875""";No Cutaway;;;Diamonds & Squares - Short Pattern;"40.5""";"20""";"15.625""";;;;;;;;;;;;;;;;;;;;;;;
780;1,299.00;Martin;Steel;6;000-14 Fret;Right-handed;Natural;Nitrocellulose Satin;Solid Genuine Mahogany;Solid Genuine Mahogany;"A-Frame ''X'' 5/16"" Solid Sitka Spruce";Solid Genuine Mahogany;Modified Low Oval;Solid East Indian Rosewood;20 (total), 14 (clear);"25.4""";Nickel Open-Geared with Butterbean Knobs;Solid East Indian Rosewood;Bone/Bone;"1.6875""";Martin, .012-.054;Hardshell Case;"4.125""";No Cutaway;;"16""";Diamonds & Squares - Short Pattern;"39.8125""";"19.375""";"15""";;;;;;;;;;;;;;;;;;;;;;;
781;1,299.00;Martin;Steel;6;Dreadnought;Right-handed;Natural;Gloss;Sitka Spruce;Sapele;X-bracing;Select Hardwood;Performing Artists;Richlite;20;"25.4""";Nickel Open Gear;Richlite;White Corian/White Tusq;"1.75""";Lifespan 2.0 92/8 Phosphor Bronse, .013-.056;Softshell Case;;;Black;"16""";Mother-of-pearl Dots, 28 Style;;;;Fishman MX-T;;;;;;;;;;;;;;;;;;;;;;
782;1,299.00;Cordoba;Nylon;6;Spanish Classic;Right-handed;;Gloss Polyurethane;Solid Canadian Cedar;Solid Indian Rosewood;Fan Bracing;African Mahogany;;Ebony;19;"25.6""";Cordoba Premium Gold Tuning Machines;Indian Rosewood;Bone;"2.04""";Savarez Cristal Corum High Tension 500CJ;Polyfoam Softshell Case;"3.7""-3.9""";No Cutaway;Indian Rosewood;;Mother of Pearl Side Position Markers;"39""";;"14.75""";;;;;;;;;;;;;;;;;;;;;;;
783;1,299.00;Cordoba;Nylon;6;Spanish Classic;Right-handed;Natural;High Gloss;Solid European Spruce;Solid Indian Rosewood;Fan Bracing;Mahogany;Fusion;Ebony;19;"25.59""";Cordoba Silver Tuning Machines;Indian Rosewood;Bone;"1.875""";Savarez Cristal Corum High Tension 500CJ;Polyfoam Softshell Case;"3.7"" (Upper Bout), 3.8"" (Lower Bout)";No Cutaway;Indian Rosewood;"16""";;"39""";;"11.4"" (Upper Bout), 14.6"" (Lower Bout)";;;;;;;;;;;;;;;;;;;;;;;
784;1,299.00;Martin;Steel;6;00-14 Fret;Right-handed;Natural;Satin;Mahogany;Mahogany;X-Brace;Mahogany;Modified Low Oval;East Indian Rosewood;20;"25.4""";Nickel Open-gear;East Indian Rosewood;Bone/Bone;"1.6875""";Lifespan 2.0 92/8 Phosphor Bronze, .012-.054;Hardshell Case;;;;"16""";Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
785;1,299.00;Cordoba;Nylon;6;Spanish Classic;Right-handed;;Gloss Polyurethane;Solid European Spruce;Solid Indian Rosewood;Fan Bracing;African Mahogany;;Ebony;19;"25.6""";Cordoba Premium Gold tuners;Indian Rosewood;Bone;"2.04""";Savarez Cristal Corum High Tension 500CJ;Polyfoam Softshell Case;"3.7""-3.9""";No Cutaway;Indian Rosewood;;Mother of Pearl Side Position Markers;"39""";;"14.75""";;;;;;;;;;;;;;;;;;;;;;;
786;1,299.00;Martin;Steel;6;000-14 Fret;Right-handed;Natural;Gloss;Sitka Spruce;Koa;X-bracing;Select Hardwood;Performing Artist;Richlite;20;"24.9""";Enclosed Gear;Richlite;Corian/Tusq;"1.75""";Lifespan 2.0 92/8 Phosphor Bronze, .012-.054;Softshell Case;;;Black;"16""";Dots;;;;Fishman MX-T;;;;;;;;;;;;;;;;;;;;;;
787;1,299.00;Martin;Steel;6;Dreadnought;Right-handed;Natural;Gloss;Sitka Spruce;Koa;X-bracing;Select Hardwood;Performing Artist;Richlite;20;"25.4""";Enclosed Gear;Richlite;Corian/Tusq;"1.75""";Lifespan 2.0 92/8 Phosphor Bronse, .013-.056;Softshell Case;;;Black;"16""";Dots;;;;Fishman MX-T;;;;;;;;;;;;;;;;;;;;;;
788;1,299.00;Martin;Steel;6;Dreadnought;Left-handed;Natural;Gloss;Sitka Spruce;Sapele;X-bracing;Select Hardwood;Performaing Artist;Richlite;20;"25.4""";Nickel Open Gear;Richlite;White Corian/White Tusq;"1.75""";Martin Lifespan 2.0 Authentic Acoustic Phosphor Medium;Softshell Case;;;Black;"16""";Mother-of-pearl Dots, 28 Style;;;;Fishman MX-T;;;;;;;;;;;;;;;;;;;;;;
789;1,299.00;Martin;Steel;6;000-14 Fret;Left-handed;Natural;Gloss;Sitka Spruce;Koa;X-bracing;Select Hardwood;Performaing Artist;Richlite;20;"24.9""";Enclosed Gear;Richlite;Corian/Tusq;"1.75""";Martin 92/8 PB Lights;Softshell Case;;;Black;"16""";Dots;;;;Fishman MX-T;;;;;;;;;;;;;;;;;;;;;;
790;1,299.00;Martin;Steel;6;Dreadnought;Left-handed;Natural;Gloss;Sitka Spruce;Koa;X-bracing;Select Hardwood;Performing Artist;Richlite;20;"25.4""";Enclosed Gear;Richlite;Corian/Tusq;"1.75""";Martin 92/8 PB Lights;Softshell Case;;;Black;"16""";Dots;;;;Fishman MX-T;;;;;;;;;;;;;;;;;;;;;;
791;1,299.98;Ibanez;Steel;6;Thinline EP;Right-handed;Black Pearl;Gloss;Solid Engelmann Spruce Top;Mahogany;;Mahogany;;Pau Ferro;24;"25.3""";Gold Grover Tuners;Rosewood;Ivorex;"1.69""";D'Addario, .012-.053;;"2.75""";Single Cutaway;;"11.8""";Tree of Life Inlay;;"20""";"16""";Fishman Acoustic Matrix Pickup, Fishman Aura IC Preamp with Steve Vai Original Pre-set Sound;;;;;;;;;;;;;;;;;;;;;;
792;1,349.00;Martin;Steel;6;Dreadnought;Right-handed;Natural;Satin;Sitka Spruce;Ziricote;;Select Hardwood;Performing Artist;Richlite;20;"25.4""";Chrome Closed Gear;Richlite;Corian;"1.75""";.013-.056;Gig Bag;;;White;"16""";White Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
793;1,349.99;Journey Instruments;Steel;6;00 Travel;Right-handed;Black;Matte Polyurethane;Unidirectional Carbon Fiber;Fiberglass reinforced Carbon Fiber;;Carbon Fiber;Traditional C;Carbon Fiber;20, Medium Brass;"24.5""";Grover Mini Chrome, 18:1 ratio;Carbon Fiber;Bone/Bone;"1.75""";Elixir Phosphor Bronze Nanoweb Lights, .012-.053;Travel Backpack Bag;"3.5""-4.64""";;;"16""";;"35.5""";"18""";"12.5"" lower bout";Journey Undersaddle pickup;;;;;;;;;;;;;;;;;;;;;;
794;1,349.99;Journey Instruments;Steel;6;00 Travel;Right-handed;Navy;Matte;Unidirectional Carbon Fiber;Fiberglass reinforced Carbon Fiber;;Carbon Fiber;Traditional C;Carbon Fiber;20, Medium;"24.5""";Grover Mini Chrome, 18:1 ratio;Carbon Fiber;Bone/Bone;"1.75""";Elixir Phosphor Bronze Nanoweb Lights, .012-.053;Travel Backpack Bag;"3.5""-4.64""";;;"16""";;"35.5""";"18""";"12.5""";Journey Undersaddle Pickup;;;;;;;;;;;;;;;;;;;;;;
795;1,349.99;Journey Instruments;Steel;6;00 Travel;Right-handed;Burgundy Matte;Satin;Unidirectional Carbon Fiber;Fiberglass reinforced Carbon Fiber;Proprietary Carbon Fiber design;Carbon Fiber;Traditional C;Carbon Fiber;20;"24.5""";Grover 18:1;Carbon Fiber;Bone/Bone;"1.75""";Elixir Phosphor Bronze Lights;Gig Bag;;;;"16""";;;;;Journey Under-saddle transducer pickup;;;;;;;;;;;;;;;;;;;;;;
796;1,349.99;Journey Instruments;Nylon;6;Travel;Right-handed;Black;Satin;Carbon Fiber;Carbon Fiber;;Carbon Fiber;Low Profile Classical;Carbon Fiber;17, Jumbo;"25.5""";Antique Brass with Brass buttons;Carbon Fiber;Bone/Bone;"1.875""";Savarez 520;Travel Backpack Bag;;;;;;;;;JourneyTek Underbridge Passive Piezo;;;;;;;;;;;;;;;;;;;;;;
797;1,349.99;Journey Instruments;Steel;6;00 Travel;Right-handed;Orange Matte;Satin;Unidirectional Carbon Fiber;Fiberglass reinforced Carbon Fiber;Proprietary Carbon Fiber design;Carbon Fiber;Traditional C;Carbon Fiber;20;"24.5""";Grover 18:1;Carbon Fiber;Bone/Bone;"1.75""";Elixir Phosphor Bronze Lights;Gig Bag;;;;"16""";;;;;Journeyy Under-saddle transducer pickup;;;;;;;;;;;;;;;;;;;;;;
798;1,349.99;Takamine;Sterel;6;Jumbo;Right-handed;Natural;Gloss top, Satin neck, back, and sides;Solid Cedar;Sapele;Scalloped X;Mahogany;;Rosewood;20;"25.375""";Chrome;Rosewood;Bone;"1.673""";D'Addario EXP16 light-gauge strings;Hardshell;;Single Cutaway;Brown;;Dots;;;;CT4B II;;;;;;;;;;;;;;;;;;;;;;
799;1,349.99;Takamine;Steel;6;NEX;Right-handed;Natural;Gloss top, Satin neck, back, and sides;Solid Cedar;Sapele;X;Mahogany;;Rosewood;20;"25.375""";Chrome;Rosewood;Bone;"1.675""";D'Addario EXP16 light-gauge strings;Hardshell;;Single Cutaway;Brown;;Dots;;;;CT4B II;;;;;;;;;;;;;;;;;;;;;;
800;1,359.99;Yamaha;Steel;6;Dreadnought;Right-handed;Vintage Natural;Gloss;Sitka Spruce with A.R.E torrefaction;Solid Mahogany;Scalloped;3-piece African Mahogany;;Ebony;20;"25.5""";Gotoh open gear chrome;Ebony;Tusq/Tusq;"1.692""";Elixir Nanoweb 80/20 Bronze light;Hardshell case;;;Mahogany and cream;"15.75""";;;;;SRT2 System 71 with SRT piezo pickup;;;;;;;;;;;;;;;;;;;;;;
801;1,359.99;Yamaha;Steel;6;Thinline;Right-handed;Translucent Black;;Solid Spruce;Solid Rosewood;;African Mahogany;;Ebony;21;"25.563""";Die-cast with Chrome buttons;Ebony;Urea/Urea;"1.6875""";D'Addario, .012-.053;Gig Bag;;;;"15.75""";Mother-of-Pearl Split Triangles;;;;System655, SRT Piezo Pickup;;;;;;;;;;;;;;;;;;;;;;
802;1,359.99;Yamaha;Steel;6;Thinline Cutaway;Right-handed;Natural;Gloss;Solid Spruce;Solid Rosewood;;African Mahogany;;Ebony;21;"25.5""";Die-cast Chrome;Ebony;Urea/Urea;"1.692""";D'Addario, .012-.053;Gig Bag;;;Mahogany/Cream;"15.75""";Abalone/Mother-of-Pearl Split Triangles;;;;SRT Piezo Pickup;;;;;;;;;;;;;;;;;;;;;;
803;1,359.99;Yamaha;Steel;6;Concert Cutaway;Right-handed;Vintage Natural;Gloss;Solid Sitka Spruce with A.R.E. treatment;Solid Mahogany;Scalloped Bracing;African Mahogany;Straight Taper;Ebony, rolled edges;20;"25.6""";Gotoh chrome open gear;Ebony;Tusq/Tusq;"1.6875""";Elixir NANOWEB 80/20 Bronze Light;Hardshell case;;;Mahogany;"15.75""";Snowflakes;;;;System 71 SRT2 preamp with SRT piezo pickup;;;;;;;;;;;;;;;;;;;;;;
